mask_mandate,"On Sunday afternoon
mask_mandate,"@impishchimp If anyone is going south for groceries
mask_mandate,"I cant believe the vaccine mandate didnt get rid of Covid or protect those that are vaxxed from covid. Just like I was shocked the mask mandates didnt help with Covid or protect those that wore them from Covid. But hey
mask_mandate,"St. Louis County Executive Dr. Sam Page says ""it's possible we could be without a mask mandate by the end of the year"" as COVID-19 numbers are declining "
mask_mandate,"Day 615 to stop the spread. Citizen Mask mandates
mask_mandate,untreatable diseases.Citizens being murdered by illegals daily"
mask_mandate,@RubinReport Covid? Always see him denying the mask mandate for the State.
mask_mandate,"@chrischirp In addition to not allowing children to be vaccinated
mask_mandate,"""Oregon Gov. Kate Brown reinstated the states indoor mask mandate amid the surge of the COVID-19 delta variant. So far
mask_mandate,"my county got rid of its mask mandate for like 4 days before seeing a spike in Covid cases
mask_mandate,"Elementary kids at recess in masks is wrong
mask_mandate,"So I have to wonder if anti-covid/ mask/ mandate mvmt is the descendant of Aktion T4.
mask_mandate,conflates &amp; distracts.
mask_mandate,"I don't want ANYONE to get Covid
mask_mandate,Heres what Mecklenburg COVID trends mean for mask mandate:
mask_mandate,"I actually feel unsafe at my job. A mask mandate is in play
mask_mandate,@ReallyAreyouki1 @joncoopertweets I see the opposite. The anti vaxx crowd are anti mandate and anti mask. They just made this into a political issue and covid will never go away in America. We could have had herd immunity by now.
mask_mandate,@MyNameIsGuy3 @shelovesall13 @RandyRainbow Vermont is a great example of why. We have a very high vaccination rate &gt;81% but our covid-19 case rates are higher than ever because there is no mask or weekly testing mandate for vaccinated people. Vaccinated people still can spread the virus.
mask_mandate,"We're coming up on the 2 year mark of covid being a problem in all of our lives and it seems the longer we go about this the less the restrictions in place make any sort of sense
mask_mandate,"@Billius27 True story: Cdn family crossed border Fri to Cda
mask_mandate,"@RoArquette Also NFL doesn't care about covid. Colorado ICU 90% full. Bronco games no mask
mask_mandate,@Goodable And without mask or vaccine mandates. But the glaring difference that's being ignored is they don't have an obesity epidemic like in America. What we need more in America is a BMI mandate I stead of vaccine mandate. Obesity kills way more people annually in America than Covid.
mask_mandate,"@Amy_Siskind California's Covid rate is 4x Florida's.
mask_mandate,"@ClarkeMicah @geoff19542 There are countries
mask_mandate,"@nytimes @DLeonhardt Please explain why Florida has the lowest Covid cases in the entire country and they have no mask mandates
mask_mandate,"Since Dayton's COVID-19 numbers have declined
mask_mandate,"Called @GovPhilScott this morning:
mask_mandate,"@117WeThePeople You can move yourself to live in a country which had removed the mask mandate. Malaysia does not welcome you. We are not concern with your body
mask_mandate,"My daughters boyfriend has Covid. Hes vaccinated
mask_mandate,@SupervisorAlejo @CSAC_Counties @CAPublicHealth @CAgovernor @Cal_HHS Great work @SupervisorAlejo !! Your over-reaching mask mandate really turned the tables on covid! Thanks for politically intervening against advice of our medical authority who said it wasnt necessary! Appreciate you
mask_mandate,"The latest on COVID in Charlotte: Vaccines for kids
mask_mandate,"Despite praising our Republican mayor's handling of COVID-19 (mask mandate)
mask_mandate,"I remember during the peak of Covid the people who would ""detour"" from the Governor's mask mandate simply by going to a BAR."
mask_mandate,"They also shut down their entire country a year ago
mask_mandate,"@TheStinger8 @phuture101 @jsolomonReports Inflation is Biden printing money to pay for pork bills. Also manufactures are passing on their increased pricing to Distributers and then to us consumers.
mask_mandate,@AppletoZucchini @ericadamsfornyc It's torture and many teachers and admin are literally embarking on psychological mask mandate warfare by telling kids they cannot speak or get out of their seat etc because if they do covid will kill someone. It's really a sick and insane way to treat kids at school.
mask_mandate,"Here's the rub:
mask_mandate,"Covid mandate and mask requirements in Boston
mask_mandate,"@SivartKcinrak @FoxNews well
mask_mandate,"Cautiously remove the mask mandate from schools? REALLY?! How do you do that when students below 5 yr.old havent received the vaccine
mask_mandate,@ZeekArkham My mom works at a school. It's a petri dish. One kid gets sick and half the school is sick in a few days. They've already had to cancel classes because of covid 3 times this yr due to classes being exposed then having to quarantine. They didn't have a mask mandate to start but
mask_mandate,"@amethystarlight I feel bad for all those who have contracted COVID prior to the mask mandate. We look to our leaders for guidance and when it is purposefully lacking
mask_mandate,"@MamaBear1930 @Amy_Siskind Hint:
mask_mandate,theyre anti-mandate for a vaccination that has not been tested like the others.
mask_mandate,there were studies
mask_mandate,"Beginning today
mask_mandate,"New York City
mask_mandate,"Beginning today
mask_mandate,"@PrimaryALLRINO @USA_Anne711 Children do not need mask or vaccine mandates. The flu kills way more children than covid ever will yet there were no mandate.
