lockdown,@POTUS Does it count when youre set up by the former President with a nation wide lockdown where businesses were destroyed and people were laid off and given gov money to NOT work first? O C
lockdown,"Full on hysteria because of rising cases in Germany and Austria. Austria now has a nation wide lockdown for the unvaccinated. Germany probably soon to follow.
lockdown,@YasoTold @Huggable_Snek @MarvelStudios Idk how u the movies when they closed down nation wide and production stopped during the lockdown
lockdown,"Its always pure fantasy with this people. Yesterday
lockdown,@Gkop_95 @Rode6521 @PaulMeekPerth @TeresabDB62 Last year we had a nation wide lock down and it worked. Until infected travellers started bring it back in. If it had been a world wide lockdown that might not have happened.
lockdown,@NEWZWARZ During Lockdowns World Wide Guess Who Was Flying Around the World Meeting Up With Western Nation Govts During Lockdowns To Sell His Vaccines To World Govts .. --&gt; Mr Bill Gates He was Seen arriving in the UK During First Lockdown To Visit Boris Johnson To Sell His Vaxs..
lockdown,@Yatra_Care Also all your helpline numbers says due to nation wide lockdown you are operating with limited staff so no one can come on call. Then I think you should stop your services unless COVID is gone. As I can't see any lockdown. Don't take bookings if you are not responsible enough.
lockdown,"Loadshedding
lockdown,@TheAn1meMan Couldn't have it! - nation wide lockdown
lockdown,@ANI COVID cases are increasing. India needs a nation wide lockdown. @narendramodi @PMOIndia pls save lives of Indian citizens
lockdown,@TKrebble @SandeChin @SonofOmahu @BeeFaerie Yes it is. They said we were at the front of the que and when it did arrive they gave it away saying we have no Covid so no need to vaxinate people then when the shit hit the fan they panicked with a level 4 nation wide lockdown.
lockdown,"@c400_t Swine flu
lockdown,"#Russia
lockdown,"#COVID19: #Russia enters strict nation-wide lockdown as the country records its highest daily cases
lockdown,Moscow-based journalist "
lockdown,"@Amitkrox @ANI Learn to read. I said strict regulations
lockdown,@terithokunga @Yolo304741 Truck driver shortage nation wide. Mostly impacting the west coast which is why this is a little strange. There's not enough drivers because of timing of COVID lockdown combined with the natural layoffs/ lack of work that comes seasonally. No drivers means ships can't unload.
lockdown,"The nation-wide lockdown left approximately 15 million children out of school
lockdown,"@makemytrip Booked a friends' family trip to Red Earth Kabini but cudn't go because of the first nation wide lockdown. Communicated with the customer care of MakeMyTrip
lockdown,"Blaming the government for another potential lockdown really is the easy way out.. I mean sure
lockdown,"@Life_Disrupted 2. They say they learn from mistakes: Well
lockdown,"PNR is YCRWV.
lockdown," Number of COVID-related deaths in eastern #Europe surpasses 20 million
lockdown,mandatory mask regime in #Romania and a nation-wide #lockdown in #Latvia."
